tweet_id,user,text,num_comments,num_retweets,num_views,timestamp
1620762940608765954,@demishassabis,"Big milestone: 1M+ researchers have now made use of #AlphaFold in their vital work, in the 18 months since we made it freely available. From antibiotic resistance to crop sustainability, it's been amazing to see the impact of ‘Science at Digital Speed’: https://unfolded.deepmind.com/#stories",71,441,862.3K,2023-02-01T12:36:12.000Z
1642304915560071174,@demishassabis,Super cool use of #AlphaFold from the world famous @zhangf lab to help them develop a novel molecular syringe that could act as a new type of drug delivery system that could potentially target things like cancer cells! https://genengnews.com/insights/natures-needle-feng-zhangs-team-re-engineers-bacterial-syringes-for-programmable-protein-delivery/…,15,101,233.7K,2023-04-01T23:16:19.000Z
1638180697352593408,@sundarpichai,"We're expanding access to Bard in US + UK with more countries ahead, it's an early experiment that lets you collaborate with generative AI. Hope Bard sparks more creativity and curiosity, and will get better with feedback. Sign up: http://bard.google.com",856,"2,389",2.3M,2023-03-21T14:08:08.000Z
1637891767704887326,@NVIDIAGTC,"Join us tomorrow at 10 a.m. to hear from @demishassabis , CEO and Founder of @DeepMind share how #AI is advancing scientific discovery and shaping the future of innovation at #GTC23. https://nvda.ws/3FxiWAO",8,26,31.6K,2023-03-20T19:00:02.000Z
1600929160335351809,@DeepMind,"In @ScienceMagazine , we present #AlphaCode - the first AI system to write computer programs at a human level in competitions. It placed in the top 54% of participants in coding contests by solving new and complex problems. How does it work? https://dpmd.ai/alphacode-science…",98,"1,073",0,2022-12-08T19:03:50.000Z
1600929470411640863,@ScienceMagazine,#AlphaCode—a new #AI system for developing computer code developed by @DeepMind —can achieve average human-level performance in solving programming contests. Learn more this week in Science: https://scim.ag/Nn,21,495,0,2022-12-08T19:05:04.000Z
1599748219897974784,@DeepMind,"From AlphaGo’s triumph in 2016 to the breakthrough #AlphaFold system today, AI is helping humanity find ways to tackle some of the world’s toughest challenges. Our CEO @DemisHassabis talks to @annastewartcnn on how machine learning is shaping our future: https://dpmd.ai/3F2w7J0",8,51,0,2022-12-05T12:51:12.000Z
1598683802091388928,@DeepMind,"Congratulations to our team behind the Chinchilla language model for winning an Outstanding Paper award at #NeurIPS2022! The scaling laws of large models have been updated and this work is already helping create leaner, better ones for the future: https://dpmd.ai/chinchilla-neurips…",4,32,0,2022-12-02T14:21:35.000Z
1598392039992958982,@DeepMind,"Introducing DeepNash - the first AI to master Stratego, a game of hidden information which is more complex than chess, Go and poker. Published in @ScienceMagazine , it uses a novel model-free reinforcement learning algorithm. Here's how it works. https://dpmd.ai/deepnash-tw",35,456,0,2022-12-01T19:02:13.000Z
1598003523903320069,@sundarpichai,"In @Nature : making a traversable wormhole with a quantum computer. A qubit teleported across our Sycamore processor exhibits the dynamics expected from crossing a traversable wormhole, opening up possibilities to test quantum gravity theories. #GoogleAI https://ai.googleblog.com/2022/11/making-traversable-wormhole-with.html…",324,496,0,2022-11-30T17:18:24.000Z
1597938916904284161,@DeepMind,"How could AI become as curious as humans? At #NeurIPS2022, we're presenting a simple and scalable generalization of curiosity-driven exploration to help agents tell the difference between “noise” and “novelty - and stay robust in uncertain environments: https://dpmd.ai/3V2KbsT",9,77,0,2022-11-30T13:01:40.000Z
1597279618469605377,@IsomorphicLabs,IsomorphicLabs is headed to #NeurIPS2022. @maxjaderberg and @SergeiIakhnin will be at the @DeepMind booth Wednesday 12:30 - 14:00 to give an update about Iso and talk all things #MachineLearning in #DrugDiscovery. Hope to see you there! @NeurIPSConf .,0,22,0,2022-11-28T17:21:51.000Z
1597288025515790338,@DeepMind,"How can we get language models to solve maths problems accurately with correct, human-interpretable reasoning? We evaluate many ways to supervise the reasoning process or final answer, leading to state-of-the-art results on the GSM8K benchmark: https://dpmd.ai/3VA4iyo",8,60,0,2022-11-28T17:55:16.000Z
1578179981347201024,@sundarpichai,"Big congrats to @DeepMind on their #AlphaTensor breakthrough! Matrix multiplication is fundamental to modern computation and computer tasks, but the question of how to make this process faster, more efficient has been an open question in math for 50+ years.",71,256,0,2022-10-07T00:26:43.000Z
1578051780595924992,@lexfridman,"Congrats to @DeepMind for developing AlphaTensor, a truly remarkable application of deep reinforcement learning to algorithm discovery. These are early steps in AI inventing new ideas in math and physics worthy of a Nobel Prize and Fields Medal. We live in exciting times!",158,441,0,2022-10-06T15:57:17.000Z
1577705369425543169,@demishassabis,"Since 1969 Strassen’s algorithm has famously stood as the fastest way to multiply 2 matrices - but with #AlphaTensor we’ve found a new algorithm that’s faster, with potential to improve efficiency by 10-20% across trillions of calculations per day!",157,"1,680",0,2022-10-05T17:00:47.000Z
1577705373796016132,@demishassabis,Turns out everything is a matrix multiplication from computer graphics to training neural networks :) Our latest front cover @Nature paper on #AlphaTensor here: https://dpmd.ai/nature-alpha-tensor…,15,152,0,2022-10-05T17:00:48.000Z
1577655604549591041,@matthewclifford,"The @ARIA_research CEO selection process had two independent panelists: - Arati Prabhakar, was appointed Biden's Chief Science Adviser a year later. - Carolyn Bertozzi just won the Nobel Prize Correlation != causation, but working with ARIA seems to be a good bet… ;)",4,8,0,2022-10-05T13:43:02.000Z
1577404900539248640,@TechBurritoUno,The art of playing pool by using physics and geometry https://twitter.com/TheNeva_/status/1577295458640302084/video/1…,115,"1,807",0,2022-10-04T21:06:49.000Z
1576920426495647744,@DeepMind,"New research shows that learned force fields are ready for use in catalyst discovery. Here, ‘Easy Potentials’ outperform classical quantum chemistry tools on the #OpenCatalyst challenge and find lower energy structures outside of the training set: https://dpmd.ai/dm-easy-potential… 1/2",8,136,0,2022-10-03T13:01:42.000Z
1575526617069551616,@DeepMind,"Calling all fans of DeepMind: The Podcast…we’ve been named as a finalist for a People’s @lovieawards ! If you enjoyed our exploration of AGI, robotics, the Serengeti (& more) with the wonderful @FryRsquared , vote for us at https://dpmd.ai/lovie-awards #Lovies 1/",11,30,0,2022-09-29T16:43:12.000Z
1575101356964458496,@DeepMind,"Discover how @pedrobeltrao from @ETH_en is using #AlphaFold to understand the origins of life, and the traits that make us who we are: https://dpmd.ai/Pedro-TW",5,29,0,2022-09-28T12:33:22.000Z
1573264436411908098,@DeepMind,"Acme, a framework for distributed RL research, has been updated to be cleaner, more modular, and to support more agents - including offline & imitation. Try it yourself! GitHub: https://dpmd.ai/acme-github Quickstart: https://dpmd.ai/acme-quickstart V2 Paper: https://dpmd.ai/acme-paper 1/",8,125,0,2022-09-23T10:54:06.000Z
1570670051229069312,@Magda_Skipper,"Dreaming up revolutionary new proteins with AI “Since #AlphaFold there’s been a shift in the way we work with protein design,” says Noelia Ferruz, a computational biologist at the University of Girona, Spain. “We are witnessing very exciting times.”",1,16,0,2022-09-16T07:04:56.000Z
1574421020555247616,@DeepMind,We’re partnering with six education charities and social enterprises to co-create a bespoke pre-university programme to help tackle the gaps in #STEM education. @Raspberry_Pi @Stemettes @STEMLearningUK @BrilliantClub @BritSciAssoc @AppsforGood Learn https://dpmd.ai/pre-uni,6,66,0,2022-09-26T15:29:57.000Z
1553020861770354688,@newscientist,"In a move that has stunned biologists, DeepMind says its AlphaFold artificial intelligence can predict the structure of almost all proteins known to science, a discovery that will revolutionise the field and speed drug development.",5,78,0,2022-07-29T14:13:21.000Z
1555669321187213322,@demishassabis,"""DeepMind’s feat may have taken several years of scientific exploration, but it produced something with truly monumental consequences.""",11,48,0,2022-08-05T21:37:23.000Z
1555261909049434112,@demishassabis,Thanks @TEDchris - I think AI is going to help bring about an amazing future through things like accelerating scientific discovery. Thanks @stevenbjohnson for a fascinating and wide-ranging conversation!,8,30,0,2022-08-04T18:38:29.000Z
1555238315887960064,@stevenbjohnson,"I love this idea from @demishassabis in the new TED Interview: the measure of true AI creativity is not whether it can come up with new strategies for chess or Go, but whether it can invent a new game that is as captivating as Go. https://podcasts.apple.com/us/podcast/the-ted-interview/id1437306870?i=1000570329535…",8,22,0,2022-08-04T17:04:44.000Z
1554746684109996034,@TheEconomist,"“We call it science at digital speed.” @demishassabis tells @kncukier how DeepMind’s AI system predicted the structure of almost all known proteins, on our “Babbage” podcast",10,60,0,2022-08-03T08:31:09.000Z
1554558850765914117,@OriolVinyalsML,"Interested in exploring the limits of large-scale models? Consider joining our brand new Scalable Deep Learning team in California as a Research Engineer or Research Scientist, see job descriptions below! https://boards.greenhouse.io/deepmind/jobs/4452868?t=bbda0eea1us… https://boards.greenhouse.io/deepmind/jobs/4445808?t=bbda0eea1us…",18,74,0,2022-08-02T20:04:46.000Z
1554235590262099968,@giffmana,"This quote from @demishassabis is my favourite take on the ""engineering vs science"" debates in AI yet: AI is an engineering science: unlike in natural sciences, the phenomenon you're studying doesn't exist in nature, so you have to build it first, and then you can study.",25,162,0,2022-08-01T22:40:15.000Z
1553406914897350659,@demishassabis,It’s been so inspiring to see the scientific community make use of #AlphaFold to help accelerate progress on a huge range of important problems from tackling antibiotic resistance to plastic pollution. They share some of their fascinating stories here:,7,73,0,2022-07-30T15:47:24.000Z
1552671117831278597,@Nature,AlphaFoldhas determined the structures of proteins from almost every known organism on Earth.,9,187,0,2022-07-28T15:03:36.000Z
1553144351605137408,@EricTopol,A new era of digital biology @ScienceMagazine by @johnstravis https://science.org/content/article/new-era-digital-biology-ai-reveals-structures-nearly-all-known-proteins… w/ @ewanbirney @embl @emblebi @demishassabis @DeepMind,9,116,0,2022-07-29T22:24:04.000Z
1552640073287475200,@techreview,This is a big deal. DeepMind has predicted the structure of almost every protein known to science—and it's giving the data away for free.,3,65,0,2022-07-28T13:00:14.000Z
1552612971137839105,@guardianscience,DeepMind uncovers structure of 200m proteins in scientific leap forward,0,52,0,2022-07-28T11:12:33.000Z
1552689108669157377,@nytimes,"The AI lab DeepMind, which is owned by Alphabet, has released predictions for the shapes of nearly every protein known to science. Now, it has added more than 200 million predictions to an online database freely available to scientists across the globe.",20,199,0,2022-07-28T16:15:05.000Z
1552617696335761408,@sundarpichai,"One year after open-sourcing its AlphaFold Protein Structure Database, @DeepMind and @emblebi are expanding it from nearly 1M to over 200M protein structures, covering almost every organism that has had its genome sequenced, a huge milestone.",170,408,0,2022-07-28T11:31:19.000Z
1534966975448895517,@EricTopol,"Today is a BFD triumph in life science—solving the 3D structure at near atomic level resolution, one of the world's hardest, giant jigsaw puzzles—the nuclear pore complex—the largest molecular machine in human cells, with structure-based AI prediction @ScienceMagazine",15,533,0,2022-06-09T18:33:39.000Z
1534463917279281153,@DeepMind,"In 2019 we helped optimise @Google ’s wind power fleet, using ML to predict next day power output and help boost the value of wind energy. Now @GoogleCloud is offering this service to partners, helping accelerate the adoption of wind power. Learn more: https://dpmd.ai/3GVLDHf",2,41,0,2022-06-08T09:14:41.000Z
1532015092375736322,@GoogleCloudTech,"Use this guide to get started with AlphaFold using #VertexAI and enable a secure, scalable, and configurable environment for your research in the Cloud today ↓",2,21,0,2022-06-01T15:03:56.000Z
1531226082652954624,@VirgilvDijk,"From the bottom of my heart, THANK YOU! Not only for yesterday but for the support the whole season, I love you Reds","1,035","6,075",0,2022-05-30T10:48:41.000Z
1529452415346302976,@collision,"As you become an adult, you realize that things around you weren't just always there; people made them happen. But only recently have I started to internalize how much tenacity *everything* requires. That hotel, that park, that railway. The world is a museum of passion projects.",650,10.3K,0,2022-05-25T13:20:46.000Z
1529444212864843777,@DeepMind,"Today in @SciReports , the graph imputer, a new model that can predict where players will run, on and off-screen, using past and future available observations of subsets of players: https://dpmd.ai/multiagent-football… #AISports 1/",16,271,0,2022-05-25T12:48:10.000Z
1528743630659256320,@DeepMind,"MuJoCo is fully open source! The fast, free physics simulator, designed for research, is now open for contributions. Browse, clone, and build from GitHub: https://dpmd.ai/mujoco-os More details https://dpmd.ai/open-sourcing-mujoco… #MuJoCo",17,429,0,2022-05-23T14:24:18.000Z
1529030559145545731,@DeepMind,"In a new blog we hear from @lilaibrahim , COO of DeepMind, as she reflects on her journey as a technology leader and defines key steps to ensuring our technologies benefit the global community:",7,18,0,2022-05-24T09:24:27.000Z
1528088235884261377,@LFC,37 games down... 1 to go,986,13.7K,0,2022-05-21T19:00:00.000Z
1527247782658056193,@DeepMind,Transformers can achieve few-shot learning (FSL) without being explicitly trained for it. New research shows that FSL emerges only when the *training data* is distributed in particular ways that are also observed in natural domains like language. https://dpmd.ai/39E1UE9 1/,12,153,0,2022-05-19T11:20:20.000Z
1527422223992209418,@demishassabis,Can’t believe he is gone. Blade Runner and Chariots of Fire are two of my favourite soundtracks of all time. He was a legend. RIP #Vangelis,7,29,0,2022-05-19T22:53:30.000Z
1501650538819207169,@matthewclifford,There are very few crossover projects to interest both me and my academic classicist wife… but this is one!,2,11,0,2022-03-09T20:06:02.000Z
1501562590887034886,@DeepMind,"Congratulations to @demishassabis , John Jumper, and David Baker who will be awarded the Wiley Foundation 20th annual Wiley Prize in Biomedical Sciences on April 1: http://dpmd.ai/Wiley-Prize 1/7",4,44,0,2022-03-09T14:16:34.000Z
1501594756597571586,@DeepMind,"Introducing Ithaca, the first deep neural network for textual restoration, as well as geographical and chronological attribution of ancient Greek inscriptions. Out today in @nature , Ithaca aims to assist historians & better understand ancient history: http://dpmd.ai/Ithaca-blog 1/",35,625,0,2022-03-09T16:24:22.000Z
1500673028425977857,@demishassabis,"As AI becomes increasingly powerful we will be able to use it to tackle ever more complex problems. #AlphaFold is a sign of things to come, I believe we are at the dawn of a new renaissance in science. Really enjoyed the conversation w/ @strwbilly for this great @techreview report",9,75,0,2022-03-07T03:21:45.000Z
1496448765431066628,@strwbilly,AlphaFold is one of our 10 Breakthrough Technologies this year. Check out the whole package https://technologyreview.com/2022/02/23/1045416/10-breakthrough-technologies-2022/…,1,15,0,2022-02-23T11:36:03.000Z
1500295496019103751,@demishassabis,"Always a pleasure to visit the inspiring @TheCrick - gave a talk on building AGI and how the tech can then be used to advance scientific discovery itself. Fun Q&A too, covering lots of interesting topics & great to see scientists making use of #AlphaFold: https://youtube.com/watch?v=XtJVLOe4cfs…",3,28,0,2022-03-06T02:21:35.000Z
1496158223128276992,@IAmTimNguyen,"Check out my latest video on @DeepMind ’s recent “AI for Mathematics” breakthrough that enabled mathematicians to establish new and significant theorems. I cover the knot theory background, machine learning basics, and the Nature paper",3,93,0,2022-02-22T16:21:32.000Z
1499401338949562371,@DeepMind,"Fast, flexible cultural transmission underpins human intelligence. Our team trains an AI capable of real-time cultural transmission in previously unseen navigation tasks. The agent follows expert demos & reproduces them reliably after the expert leaves: http://dpmd.ai/cultural-transmission… 1/",7,144,0,2022-03-03T15:08:31.000Z
1494246111057436679,@SjorsScheres,"First protein structure prediction, now plasma control in nuclear fusion reactors! Wow, that time on learning games was well spent, @DeepMind and @demishassabis !",2,14,0,2022-02-17T09:43:29.000Z
1494344797091414021,@pushmeet,"Had a great conversation with @craigss for the @EyeOn_AI podcast. We covered everything from how DeepMind’s Science team operates, to our ongoing efforts on some of the most challenging scientific problems.",1,3,0,2022-02-17T16:15:37.000Z
1494570734785605641,@behrenstimb,A long time ago I was sitting in Demis’ office in Russell Square. Demis said he was going to use AI to solve everything. It just seemed so ridiculous that I laughed. Who’s laughing now?,11,36,0,2022-02-18T07:13:25.000Z
1494377375655673858,@FryRsquared,"This, my friends, is a Very Big Deal. And, as if by magic, fusion is one of the topics of conversation on the next episode of the DeepMind podcast, hosted by yours truly: https://deepmind.com/learning-resources/deepmind-the-podcast…",24,98,0,2022-02-17T18:25:05.000Z
1493631814153302018,@nealmohan,Great to see this @FortuneMagazine feature on how we used the AI algorithm MuZero to improve @YouTube 's video compression - congrats to the team for this incredible work!,6,13,0,2022-02-15T17:02:29.000Z
1469177085629538307,@demishassabis,Proud of our latest work applying AI to Quantum Chemistry published in @ScienceMagazine ! The properties of materials largely depend on their electrons. We introduce a new SOTA functional DM21 (open-sourced) that can accurately model many types of molecules,144,217,0,2021-12-10T05:28:07.000Z
1468990380783849472,@demishassabis,"The #AlphaFold database has doubled in size today & now includes more than 800,000 structures. This is just one more step towards releasing 100+ million protein structures over the next year, that will cover almost every sequenced protein known to science!!",16,258,0,2021-12-09T17:06:13.000Z
1468696291320291330,@NYUDataScience,"CDS is honored to continue collaboration with DeepMind ( @DeepMind ) in empowering the next generation of AI researchers and in building a stronger, more inclusive AI community. Check out our blog to learn about the benefits of the CDS DeepMind Scholarship.",0,30,0,2021-12-08T21:37:37.000Z
1468613620280004614,@DeepMind,"Today we're releasing three new papers on large language models. This work offers a foundation for our future language research, especially in areas that will have a bearing on how models are evaluated and deployed: http://dpmd.ai/language-modelling-at-scale… 1/",12,374,0,2021-12-08T16:09:07.000Z
1468585558599520264,@DeepMind,"Introducing MIA, a Multimodal Interactive Agent that cooperates and communicates with humans in a 3D virtual world called the Playhouse. MIA trains with imitation & self-supervised learning using 2.94 years of human experience http://dpmd.ai/imitation-learning… http://dpmd.ai/imitation-learning-video… 1/",12,182,0,2021-12-08T14:17:36.000Z
1468235843643056142,@Lifrordi,Introducing Player of Games - general and sound search algorithm that combines game theoretic reasoning and reinforcement learning. PoG learns to play both perfect and imperfect information games while bringing new SOTA result in the game of Scotland Yard,23,128,0,2021-12-07T15:07:58.000Z
1467177532197851138,@LFC,Football without Origi is nothing,880,13.2K,0,2021-12-04T17:02:37.000Z
1466832614397026305,@demishassabis,"Ramanujan is my favourite mathematician. I’ve always loved his intuitive style, seeing hidden patterns in numbers noone else could. It inspired us to wonder about the potential of using AI as a tool to help the intuition of today’s top mathematicians:",25,288,0,2021-12-03T18:12:02.000Z
1466832619052675080,@demishassabis,"So I’m really proud of our latest @Nature paper http://dpmd.ai/nature-maths (also on the cover!) detailing our fantastic collaborations with Maths Profs Williamson, Lackenby, and Juhasz to make surprising and significant discoveries in topology and representation theory",5,33,0,2021-12-03T18:12:03.000Z
1466333926096613382,@Nature,This week in Nature: AI-guided intuition – Machine learning helps inspire mathematicians to derive fresh conjectures. Browse the full issue here: https://nature.com/nature/volumes/600/issues/7887…,10,126,0,2021-12-02T09:10:25.000Z
1445743934819295235,@demishassabis,"Very proud to be supporting the wonderful Alexander Crummell scholarships for students from disadvantaged backgrounds to study at my old Cambridge college @QueensCam - I warmly encourage all eligible students to apply, my undergrad time there was the best 3 years of my life!",6,25,0,2021-10-06T13:33:09.000Z
1445335773440585729,@DeepMind,"Many single protein chains can be accurately predicted using AlphaFold, but multi-chain protein complexes remain challenging. Introducing AlphaFold-Multimer, a model that can predict the structure of multi-chain protein complexes with increased accuracy http://dpmd.ai/alphafold_multimer… 1/",14,463,0,2021-10-05T10:31:16.000Z
1445186797991047169,@demishassabis,Great article from @_RobToews AlphaFold Is The Most Important Achievement In AI—Ever via @forbes,19,211,0,2021-10-05T00:39:17.000Z
1445048220414103554,@DeepMind,Published today in @naturemethods together with colleagues from @calico : Enformer - a transformer model that has led to greatly increased accuracy in predicting gene expression from DNA sequence. Blog: http://dpmd.ai/enformer Paper: http://dpmd.ai/naturemethods_enformer… 1/,5,262,0,2021-10-04T15:28:38.000Z
1442377260657487875,@pedrobeltrao,We joined a large community effort to assess diverse applications of AlphaFold 2 in the context of novel structural elements; missense variants; function and ligand binding sites; modelling of interactions and experimental structural data. Some highlights below:,2,167,0,2021-09-27T06:35:11.000Z
1443510935453413376,@demishassabis,Predicting the weather accurately is important for climate and environment planning. Really proud to see our SOTA generative model for predicting rainfall 1-2 hours ahead (nowcasting) published in @nature . Great work from @shakir_za & team in collaboration w/the @metoffice,9,103,0,2021-09-30T09:40:00.000Z
1440710585964916741,@DeepMind,Applications for internships are now open Interning at DeepMind offers a unique opportunity to closely collaborate with our team & work on various projects that aim to advance science and benefit humanity. Interested? Learn more:,16,169,0,2021-09-22T16:12:25.000Z
1441331339790225416,@OfficeforAI,"ALGORITHM magazine is your guide to the UK's AI ecosystem. It showcases the solid partnership between gov't, industry & academia, and explains the next steps we're taking to strengthen the UK's role as a science superpower. #NationalAIStrategy http://gov.uk/government/publications/national-ai-strategy-promotional-material…",7,113,0,2021-09-24T09:19:04.000Z
1440688117304872971,@demishassabis,AI could deliver transformational benefits for the UK and the world - accelerating science and unlocking progress on key challenges facing society. Great to see the scale of the opportunity recognised in the UK #NationalAIStrategy - excited to see how it translates into action!,6,49,0,2021-09-22T14:43:08.000Z
1439789597987274755,@netflix,Congrats to the cast and crew of The Queen’s Gambit for their incredible 11 Emmy wins — including outstanding limited series!,115,"2,547",0,2021-09-20T03:12:44.000Z
1438214733455405060,Arne Elofsson arneelof@fediscience.org,"We are very impressed with how good #Alphafold is at predicting protein-protein interactions. A few tricks on the alignment, reranking models, and using the older model make a significant improvement. See our preprint at",3,143,0,2021-09-15T18:54:47.000Z
1418239446412152836,@uniprot,"A historic moment in the world of molecular structural research. #AlphaFold structure predictions for 22 species made freely available by @deepmind , access through @uniprot and @PDBeurope . Learn more at https://insideuniprot.blogspot.com",15,428,0,2021-07-22T16:00:08.000Z
1418232896494653443,@ewencallaway,"DeepMind’s AI predicts structures for a vast trove of proteins. 365,000 today - including the entire human proteome - and upwards of 100 million by year's end, ie much of UNIPROT. https://nature.com/articles/d41586-021-02025-4…",0,20,0,2021-07-22T15:34:06.000Z
1418267134296301575,@demishassabis,"Thanks Ewan, to you and all the wonderful folks at @emblebi for your incredible partnership, one of the best collaborations we have ever had. An absolute (and ongoing) privilege and pleasure working with you all!",3,7,0,2021-07-22T17:50:09.000Z
1418263297518931971,@ewanbirney,"A personal view point on the #AlphaFold announcement today from the @DeepMind and @emblebi team, part of @embl . TL;DR - I am *still* pinching myself about this.",4,140,0,2021-07-22T17:34:54.000Z
1418238668725276684,@portsmouthuni,University of Portsmouth joins leading AI researchers at @DeepMind to help engineer faster acting enzymes for recycling some of the worlds most polluting single use plastics @CEI_UoP @UoPPlastics,1,40,0,2021-07-22T15:57:02.000Z
1418243543148245005,user,text,0,0,0,0
1418237748935282694,@DNDi,"Thrilled to see @DeepMind release the #AlphaFold Protein Structure Database! Having already used their cutting-edge tech to accelerate our research for the world's most neglected patients, we’re inspired to see it made available for everyone to use! #NTDs #beatNTDs",0,32,0,2021-07-22T15:53:23.000Z
1418236957478502401,@uksciencechief,"Today, @deepmind in partnership with @emblebi launches the #AlphaFold Protein Structure Database in a landmark moment for UK science",6,23,0,2021-07-22T15:50:14.000Z
1418225909224640513,@jeremyakahn,"In giant leap for biology, DeepMind has published A.I.-predicted protein structures for almost the entire human proteome as well as the proteomes of 20 other organisms.",0,17,0,2021-07-22T15:06:20.000Z
1418235825138110467,@demishassabis,"Thanks for your fantastic partnership Sundar, and all the wonderful support and encouragement from everyone at Alphabet & Google",4,8,0,2021-07-22T15:45:44.000Z
